"","Location","Store_Type","Product_Variety","Traffic","Store_Size","Staff_Efficiency","Store_Age","Competitor_Distance","Monthly_Promotions","Economic_Indicator","Marketing_Expense","Monthly_Sales"
"1343","Sacramento","Electronics",415,2820,394,92.4,8,13,7,102.7,32000,336610
"1344","Palo Alto","Clothing",687,1899,424,83.3,16,13,5,112.9,28000,368720
"1345","San Francisco","Clothing",580,2201,453,91.6,24,12,5,117.3,23000,404120
"1346","Palo Alto","Grocery",879,1742,423,69.5,16,8,6,108.9,28000,492380
"1347","Los Angeles","Clothing",343,1479,137,86.6,12,9,6,113.3,32000,215030
"1348","Sacramento","Clothing",472,1876,69,89.1,3,11,5,115.2,27000,231600
"1349","San Francisco","Electronics",128,2082,307,91.7,28,7,7,89.3,46000,169110
"1350","Palo Alto","Electronics",529,2534,222,66.6,5,8,4,70.4,16000,261300
"1351","San Francisco","Clothing",420,1797,432,67.7,8,6,7,95.7,41000,305870
"1352","San Francisco","Grocery",559,2842,144,57.2,3,7,8,92.7,43000,262850
"1353","San Francisco","Grocery",636,1566,348,94.5,30,10,3,88.2,11000,410650
"1354","San Francisco","Electronics",404,2069,329,91.3,30,11,5,115.4,30000,255220
"1355","Los Angeles","Clothing",757,1670,462,51.7,2,13,6,103,37000,453720
"1356","Palo Alto","Electronics",457,1620,405,73.1,1,11,8,96.1,46000,310360
"1357","Palo Alto","Electronics",432,1859,367,59.7,15,11,7,104.7,38000,327490
"1358","Sacramento","Clothing",554,2461,415,78.2,9,12,4,80.9,15000,321010
"1359","San Francisco","Grocery",426,2315,471,88,9,9,8,87.5,49000,353850
"1360","Palo Alto","Grocery",454,2147,473,64.6,2,10,5,94.2,20000,369120
"1361","San Francisco","Clothing",296,2274,194,90.4,4,5,6,119,35000,196170
"1362","Palo Alto","Clothing",571,2396,186,61,12,12,5,92.8,23000,323800
"1363","Palo Alto","Electronics",433,2682,165,75.1,11,13,6,111.9,40000,239630
"1364","Sacramento","Grocery",702,2124,119,70.4,18,8,5,95.7,19000,297780
"1365","San Francisco","Electronics",625,1565,378,65.7,30,17,5,94.3,21000,388110
"1366","Palo Alto","Electronics",406,1794,436,58.1,1,12,5,104.4,12000,310010
"1367","San Francisco","Grocery",680,2237,338,76.6,29,7,4,98.3,12000,376240
"1368","San Francisco","Grocery",517,2298,71,58.8,11,9,7,124.7,43000,289010
"1369","San Francisco","Electronics",375,1655,89,93.3,10,12,5,89.2,23000,182860
"1370","San Francisco","Electronics",516,1954,214,62.4,5,10,5,94,18000,270770
"1371","Los Angeles","Electronics",516,2119,368,60.6,23,14,4,105.7,8000,347540
"1372","Palo Alto","Clothing",671,1898,454,54.4,16,9,6,123.6,38000,444820
"1373","San Francisco","Electronics",582,1926,108,58.4,25,14,3,105.5,5000,249840
"1374","Sacramento","Electronics",434,1745,177,69.7,5,7,4,107.6,10000,234940
"1375","San Francisco","Clothing",690,1280,377,51.9,30,10,4,90.8,20000,347190
"1376","Los Angeles","Clothing",423,1675,242,77.7,28,11,5,98.4,13000,239900
"1377","Palo Alto","Grocery",428,2389,435,51.2,16,10,3,102.8,12000,312740
"1378","Los Angeles","Clothing",632,2285,120,84.2,19,12,4,98.9,20000,263910
"1379","Sacramento","Grocery",354,2515,449,66.4,26,11,6,104,28000,303430
"1380","San Francisco","Electronics",557,1859,95,79.1,28,11,5,107.2,27000,221970
"1381","Palo Alto","Electronics",474,2496,497,91.8,4,16,8,82.6,50000,326340
"1382","Los Angeles","Grocery",626,2505,248,56.6,30,8,5,116.5,16000,355150
"1383","Palo Alto","Clothing",589,2148,171,67.8,14,15,7,91,44000,300980
"1384","Palo Alto","Clothing",413,2019,499,67.4,20,12,3,89.7,6000,387750
"1385","Los Angeles","Electronics",395,1958,87,94.7,6,9,4,80.9,15000,256530
"1386","Palo Alto","Grocery",494,2052,355,81.2,25,11,6,107.3,30000,347000
"1387","Sacramento","Clothing",455,2036,201,51.8,7,12,7,98.7,40000,281170
"1388","Los Angeles","Grocery",542,1598,431,63.1,26,12,8,89.3,46000,400610
"1389","Los Angeles","Electronics",601,2211,106,59.8,21,10,7,100.3,42000,296310
"1390","San Francisco","Electronics",664,2437,440,68.2,3,12,4,123.4,15000,418510
"1391","Palo Alto","Grocery",595,829,210,88.1,15,8,3,79.8,8000,281840
"1392","San Francisco","Grocery",236,1174,219,86.3,7,5,5,110.2,21000,252030
"1393","Los Angeles","Grocery",748,1911,104,77.3,20,9,6,94.1,40000,357030
"1394","San Francisco","Clothing",439,1613,382,82.7,17,9,5,108.6,24000,267400
"1395","San Francisco","Clothing",369,2172,75,62,27,7,8,89.2,45000,245800
"1396","Palo Alto","Grocery",527,1071,315,92.1,24,13,5,112.1,20000,369130
"1397","Palo Alto","Electronics",385,1958,117,65.8,6,13,5,89.3,25000,234350
"1398","Los Angeles","Grocery",495,1776,462,93,26,12,4,98.3,12000,312930
"1399","Palo Alto","Electronics",426,2853,77,76.7,5,2,4,93.9,15000,217990
"1400","Palo Alto","Grocery",609,2278,97,93.7,5,9,7,112.1,43000,292830
"1401","Palo Alto","Electronics",549,2024,279,93.4,16,11,6,82.6,27000,314930
"1402","Palo Alto","Clothing",358,1018,117,72.7,21,6,6,91.2,25000,256300
"1403","Sacramento","Electronics",780,2558,107,60.7,28,12,4,101.3,11000,344560
"1404","Los Angeles","Electronics",303,1881,480,89.4,11,9,6,111.7,38000,310630
"1405","Los Angeles","Clothing",333,2285,299,58.5,1,12,4,101.1,9000,228830
"1406","San Francisco","Grocery",519,1726,203,59.6,30,8,4,101.2,10000,325520
"1407","Palo Alto","Clothing",431,1806,116,52,5,8,5,84.9,24000,214040
"1408","San Francisco","Grocery",723,2457,146,87.9,14,9,4,95.8,21000,363310
"1409","Los Angeles","Grocery",597,1203,175,51.3,22,8,4,98.5,15000,281750
"1410","San Francisco","Electronics",222,2265,145,74.1,14,12,5,92.5,20000,152520
"1411","San Francisco","Electronics",615,2969,432,70.9,18,8,4,92.3,16000,347390
"1412","Palo Alto","Grocery",486,2424,242,93.7,1,5,5,97.3,20000,255010
"1413","Los Angeles","Clothing",245,2905,480,51.3,26,11,6,113.9,38000,311970
"1414","Sacramento","Grocery",544,1673,395,71.2,3,12,3,104.2,9000,384800
"1415","Los Angeles","Grocery",436,2325,154,72.3,6,11,5,128.8,33000,294450
"1416","Los Angeles","Electronics",574,1812,317,61.8,1,11,7,119,36000,313220
"1417","Sacramento","Clothing",404,1516,399,74.5,20,10,4,118.7,11000,344050
"1418","Los Angeles","Clothing",581,2036,380,71.2,20,11,6,101,30000,337750
"1419","San Francisco","Grocery",630,2426,392,51.9,13,10,7,94.3,44000,413920
"1420","San Francisco","Clothing",393,2372,334,73.3,12,9,3,85.7,9000,262510
"1421","Sacramento","Clothing",610,1825,418,84.6,5,12,7,92.2,38000,421710
"1422","Los Angeles","Clothing",497,1834,344,78.4,20,9,5,117.2,23000,301730
"1423","Sacramento","Electronics",351,1714,400,88.2,20,6,4,129.5,12000,288810
"1424","Palo Alto","Electronics",565,2140,123,51.6,24,12,6,107.3,29000,272780
"1425","Sacramento","Grocery",453,2267,294,77.4,26,8,7,89.1,44000,248320
"1426","Palo Alto","Grocery",786,2387,286,92.9,4,16,6,105.8,32000,404740
"1427","Palo Alto","Clothing",544,2665,265,62.1,3,5,7,82.5,49000,278320
"1428","Los Angeles","Electronics",374,2118,219,57.4,10,10,6,108.9,28000,204570
"1429","San Francisco","Clothing",295,1555,478,52.7,22,8,5,107.3,30000,267890
"1430","San Francisco","Grocery",343,2354,207,69.7,2,9,4,116,13000,203910
"1431","Sacramento","Clothing",359,2229,439,63.6,21,9,5,112.1,21000,258980
"1432","Sacramento","Clothing",472,1470,294,70.5,11,1,7,87,44000,324030
"1433","San Francisco","Clothing",496,1646,190,80.3,2,15,6,102.7,32000,324970
"1434","San Francisco","Clothing",644,1947,314,94.4,27,11,6,107.1,27000,325710
"1435","Los Angeles","Clothing",645,2112,468,92.6,14,7,5,132.1,17000,402510
"1436","Palo Alto","Electronics",352,1891,104,86.4,8,10,7,91.2,47000,171260
"1437","Sacramento","Clothing",522,3156,489,58.6,7,11,5,96.8,13000,338790
"1438","Los Angeles","Clothing",612,1707,229,94.6,25,8,3,95.1,10000,329580
"1439","Sacramento","Clothing",600,2157,306,52.1,11,7,6,74.3,28000,318140
"1440","Palo Alto","Clothing",347,2432,172,77.9,9,9,5,88.9,21000,215360
"1441","Sacramento","Grocery",355,1780,365,51.4,28,6,5,94.1,19000,262390
"1442","Palo Alto","Grocery",401,2247,171,64.1,9,13,5,84.4,20000,270980
"1443","Palo Alto","Electronics",376,1659,171,71,24,6,5,86.8,20000,193630
"1444","Los Angeles","Clothing",572,2401,268,83.7,26,6,4,90.7,20000,345750
"1445","Sacramento","Grocery",489,1645,219,51.4,2,10,7,108.2,42000,303200
"1446","San Francisco","Clothing",647,1652,421,61.2,28,12,4,98.1,9000,380700
"1447","Sacramento","Electronics",606,929,344,72.4,12,10,6,116.1,37000,325350
"1448","Sacramento","Grocery",429,2685,221,72.1,18,8,8,114.4,43000,249900
"1449","San Francisco","Grocery",672,1726,382,79,12,8,7,103.5,45000,390140
"1450","Sacramento","Electronics",508,2782,77,85.9,23,7,5,90.9,22000,235070
"1451","Palo Alto","Electronics",470,2730,374,56.5,5,7,5,75.6,33000,304680
"1452","Palo Alto","Clothing",557,2140,153,67.7,24,8,7,113.9,39000,262360
"1453","San Francisco","Grocery",454,1985,401,89.1,27,9,6,60,26000,314280
"1454","Sacramento","Clothing",692,1594,162,72.8,1,8,3,101,7000,310930
"1455","San Francisco","Clothing",613,1885,383,92.8,12,12,8,106.8,45000,359480
"1456","Los Angeles","Grocery",684,2123,148,86.5,18,12,5,100.9,29000,284240
"1457","Palo Alto","Electronics",627,3000,484,77.5,2,6,8,82.3,48000,353960
"1458","Los Angeles","Clothing",370,2365,312,82.9,29,3,6,99.6,32000,244910
"1459","Los Angeles","Grocery",241,1547,456,62.2,9,13,3,63.8,8000,240770
"1460","Sacramento","Grocery",470,2101,245,92.3,5,10,5,102.4,28000,309740
"1461","Palo Alto","Grocery",504,1951,217,52.8,28,5,6,102.8,34000,275280
"1462","Los Angeles","Electronics",614,1769,111,80,18,15,5,112.1,21000,318500
"1463","San Francisco","Clothing",538,2826,178,63.7,27,8,5,106.9,24000,257130
"1464","Palo Alto","Electronics",260,2271,198,80.7,27,11,4,82.8,7000,193780
"1465","Palo Alto","Grocery",706,2017,380,80.4,8,12,6,98.4,36000,441320
"1466","Palo Alto","Electronics",259,1931,340,84.4,21,12,5,100.8,27000,275010
"1467","Sacramento","Clothing",402,2546,208,92.7,20,16,5,116.9,20000,248200
"1468","Los Angeles","Grocery",456,1875,129,76.4,3,11,7,82.2,47000,226330
"1469","Palo Alto","Grocery",470,2277,399,90.5,23,15,5,116.6,18000,286510
"1470","San Francisco","Electronics",649,1718,303,91.6,22,10,5,116.8,19000,380990
"1471","Palo Alto","Grocery",543,1799,216,84,27,10,6,99.7,33000,337450
"1472","Sacramento","Clothing",634,1647,369,54.6,14,15,5,105.1,22000,347150
"1473","Palo Alto","Clothing",547,1970,397,63,22,14,5,108,17000,355510
"1474","Los Angeles","Clothing",678,1664,75,74.4,25,10,5,79.1,27000,287550
"1475","Los Angeles","Electronics",549,2027,362,71.1,29,14,6,78.5,24000,299350
"1476","Sacramento","Electronics",698,2379,294,73.6,21,7,5,81.5,20000,348480
"1477","Palo Alto","Grocery",688,2016,410,51.5,8,8,8,103.6,46000,416630
"1478","Palo Alto","Electronics",265,1631,447,51.1,23,13,4,91.6,9000,230970
"1479","San Francisco","Electronics",366,1724,84,72.5,18,8,7,109.9,41000,171630
"1480","Palo Alto","Clothing",515,2646,247,62,13,8,7,106.6,43000,340600
"1481","Palo Alto","Grocery",421,2083,121,79.1,18,5,8,99.2,49000,232910
"1482","Palo Alto","Grocery",598,2731,102,75.8,18,7,5,81.8,22000,300090
"1483","Los Angeles","Electronics",477,2163,235,81.3,19,10,5,115.2,29000,267650
"1484","Los Angeles","Electronics",668,2123,178,57.7,18,8,7,106.3,39000,360440
"1485","Palo Alto","Grocery",629,2357,140,89.2,3,8,5,118.2,30000,284810
"1486","San Francisco","Electronics",325,1570,188,62.8,26,9,3,94.9,7000,265720
"1487","Palo Alto","Clothing",373,2238,122,92.9,18,11,7,102.3,49000,179110
"1488","Sacramento","Grocery",581,837,296,56.2,21,7,5,90.8,21000,296690
"1489","Palo Alto","Clothing",467,1366,467,82,24,12,7,113.6,37000,345290
"1490","Sacramento","Clothing",539,2134,130,77.3,10,13,4,84,17000,246010
"1491","Sacramento","Electronics",560,1749,438,66.7,1,10,7,108.2,41000,375400
"1492","San Francisco","Grocery",644,1896,63,86.7,16,9,4,88.2,13000,238760
"1493","Los Angeles","Grocery",511,1504,78,77.6,12,8,6,94.9,30000,238220
"1494","Sacramento","Grocery",943,1750,137,70,13,1,5,105,21000,381990
"1495","Los Angeles","Grocery",204,1622,368,63.8,2,5,6,102.4,28000,210380
"1496","Los Angeles","Grocery",411,2252,223,70.7,22,11,3,127.2,7000,303670
"1497","Los Angeles","Grocery",438,2400,119,80.5,13,11,6,94,40000,205530
"1498","Los Angeles","Grocery",571,756,243,94.6,8,9,6,98.3,34000,275150
"1499","San Francisco","Grocery",411,2079,69,72.5,4,8,4,106.3,17000,226900
"1500","Sacramento","Electronics",161,2889,484,86.6,20,8,4,75.4,10000,306650
"1501","Sacramento","Grocery",654,3077,138,90.6,29,12,4,110.2,22000,359510
"1502","Palo Alto","Grocery",269,1699,329,81.6,16,10,4,108.2,19000,231890
"1503","Los Angeles","Electronics",232,2150,406,84.1,3,9,7,95.4,37000,224140
"1504","San Francisco","Electronics",478,2423,272,64.9,1,11,6,102.5,30000,333530
"1505","Sacramento","Clothing",252,2337,136,63.1,28,12,5,103.4,21000,144180
"1506","Palo Alto","Electronics",516,2239,271,51.1,30,5,6,99.4,29000,310870
"1507","San Francisco","Grocery",497,1651,272,58,16,9,6,100.9,29000,335640
"1508","Los Angeles","Electronics",791,2392,369,70.7,18,9,5,104,29000,416960
"1509","Sacramento","Electronics",605,1637,320,83.4,24,11,3,74.5,6000,355000
"1510","San Francisco","Grocery",328,1644,70,93.2,20,19,5,111.8,18000,166120
"1511","Sacramento","Clothing",253,852,445,59.4,4,11,7,87.1,46000,298280
"1512","Sacramento","Clothing",374,1787,443,83.7,18,13,7,78.2,45000,281460
"1513","Sacramento","Electronics",353,1718,482,66,4,10,3,122,9000,313720
"1514","Los Angeles","Clothing",771,2686,128,65.8,12,8,5,124.9,22000,317070
"1515","San Francisco","Clothing",665,2646,426,81.4,25,8,6,109.2,33000,404180
"1516","Sacramento","Clothing",499,1499,82,67.9,5,14,7,103.6,46000,243030
"1517","Los Angeles","Electronics",390,1104,331,89.4,9,5,6,111.3,34000,293100
"1518","Palo Alto","Grocery",601,2347,92,73,13,15,4,92.1,15000,281900
"1519","Los Angeles","Clothing",547,2860,312,93,24,9,3,98,8000,284740
"1520","San Francisco","Clothing",719,3370,321,91.2,16,8,6,81.6,21000,413810
"1521","Sacramento","Clothing",649,1843,207,82.1,30,11,6,108.1,40000,344560
"1522","San Francisco","Electronics",390,1517,485,87.5,27,10,5,78.5,24000,369880
"1523","San Francisco","Electronics",289,2103,178,66.8,7,9,7,103.5,45000,239060
"1524","Los Angeles","Clothing",485,3020,418,52,3,16,5,84.4,20000,295350
"1525","Sacramento","Electronics",339,1717,61,82.1,4,15,4,77.3,18000,152480
"1526","San Francisco","Grocery",634,2293,284,84.6,16,10,3,95.3,13000,343610
"1527","Sacramento","Electronics",552,1808,351,68.3,25,12,5,90.5,17000,354140
"1528","Sacramento","Grocery",573,2039,492,65,3,10,6,104.5,36000,337910
"1529","Sacramento","Electronics",752,2680,102,85,6,8,6,74.3,29000,338730
"1530","Sacramento","Clothing",301,2507,62,89,19,8,5,81.3,19000,144710
"1531","Palo Alto","Electronics",683,2245,52,77,26,13,3,94.7,5000,247770
"1532","San Francisco","Electronics",470,2422,302,81,1,6,6,108,39000,302950
"1533","San Francisco","Electronics",409,1676,328,90.7,4,11,5,105.3,26000,312940
"1534","Los Angeles","Grocery",674,2242,476,51.2,20,15,4,98.2,12000,423020
"1535","Sacramento","Electronics",261,1763,267,63.9,17,11,6,85.8,33000,255980
"1536","Palo Alto","Grocery",402,1603,420,79.5,4,4,5,92.6,22000,291920
"1537","San Francisco","Grocery",276,1937,448,87.9,12,17,4,95.5,17000,321080
"1538","Palo Alto","Electronics",446,1349,419,65.7,4,10,5,88.9,21000,370820
"1539","Los Angeles","Grocery",504,2787,133,82.8,30,10,5,92.9,25000,272020
"1540","Sacramento","Grocery",621,1572,65,85.3,21,12,5,94.2,21000,311350
"1541","San Francisco","Clothing",614,2751,181,63.2,8,15,8,114.7,47000,280790
"1542","Palo Alto","Grocery",735,2194,218,62.8,23,10,3,101.1,10000,358020
"1543","San Francisco","Grocery",277,2278,306,84.2,18,14,7,133.5,42000,266360
"1544","San Francisco","Electronics",471,1769,469,73.7,13,14,7,120.3,45000,348760
"1545","San Francisco","Clothing",364,3103,343,90.8,18,11,8,108.8,50000,237200
"1546","San Francisco","Clothing",548,1805,325,87.5,18,12,5,94.4,23000,306900
"1547","Los Angeles","Grocery",430,1168,458,93,19,5,6,79.5,30000,342690
"1548","San Francisco","Electronics",587,1471,108,57.9,30,14,7,97.5,46000,234360
"1549","San Francisco","Electronics",560,1753,70,89.5,14,14,7,106.2,38000,262330
"1550","Los Angeles","Clothing",788,2327,117,63,8,19,5,83.7,15000,302490
"1551","Sacramento","Grocery",252,1633,52,93.1,30,8,4,93.5,12000,214510
"1552","Palo Alto","Electronics",344,3070,347,81.1,11,8,4,124.6,21000,266370
"1553","San Francisco","Clothing",405,2194,397,82.2,5,9,7,103.5,44000,324960
"1554","Los Angeles","Grocery",483,1490,60,77.5,22,10,5,120.6,24000,227230
"1555","Los Angeles","Electronics",502,2531,368,67,12,8,7,99.2,49000,356300
"1556","Sacramento","Electronics",571,2914,443,86.9,28,4,5,134,20000,397000
"1557","San Francisco","Clothing",525,2076,251,82.2,10,12,5,125,22000,261630
"1558","Palo Alto","Clothing",230,2274,310,74.6,11,10,4,88.2,13000,187420
"1559","San Francisco","Electronics",269,2158,90,68.4,30,10,4,84.4,21000,213760
"1560","San Francisco","Electronics",428,1336,396,75.3,20,7,7,101.9,44000,301150
"1561","San Francisco","Clothing",787,2143,414,64.8,20,10,5,114.7,25000,434220
"1562","San Francisco","Electronics",427,2480,87,78.9,14,8,4,124.1,19000,247300
"1563","Los Angeles","Electronics",427,2886,242,77.1,2,12,4,89.8,9000,224370
"1564","Palo Alto","Grocery",555,2399,328,71,26,7,7,101.6,39000,313630
"1565","Palo Alto","Clothing",492,2438,433,75,5,11,4,89.6,7000,361620
"1566","Sacramento","Clothing",307,2224,51,86.2,14,18,4,91.8,12000,227190
"1567","San Francisco","Clothing",284,944,129,88.7,1,13,6,127.1,29000,150360
"1568","Sacramento","Clothing",681,2378,324,89.8,21,11,5,89.6,29000,335380
"1569","Palo Alto","Grocery",692,1735,65,63.3,9,9,5,94.7,28000,274150
"1570","Sacramento","Clothing",459,1634,201,51.3,12,12,6,90.2,36000,292080
"1571","Sacramento","Grocery",439,2405,201,58.2,27,17,6,92,37000,289660
"1572","San Francisco","Clothing",469,2349,420,50.6,7,9,6,91.4,29000,349780
"1573","Los Angeles","Clothing",541,2390,249,83.6,5,9,4,113.6,14000,333820
"1574","Los Angeles","Electronics",796,2397,451,93.4,1,11,5,102.2,25000,440240
"1575","Palo Alto","Grocery",692,2074,374,59.6,15,9,4,127.7,8000,428100
"1576","Palo Alto","Clothing",255,2596,373,84,29,10,4,115.3,7000,243970
"1577","Los Angeles","Clothing",169,2487,412,66.2,15,6,5,107.9,16000,216090
"1578","Palo Alto","Electronics",401,2670,228,52.8,4,9,7,91.6,31000,211060
"1579","Sacramento","Grocery",346,2631,75,68.4,17,10,7,77.5,42000,152070
"1580","Sacramento","Electronics",454,2099,304,79.6,5,10,7,114.7,48000,277610
"1581","Los Angeles","Clothing",508,1069,431,76.3,1,8,7,81.5,43000,307140
"1582","Palo Alto","Electronics",551,1536,314,84.7,13,11,5,101.5,16000,288250
"1583","Los Angeles","Electronics",502,1844,84,59.7,24,5,4,107.4,9000,273040
"1584","San Francisco","Grocery",382,3198,422,78.1,8,10,5,98,30000,318470
"1585","Los Angeles","Grocery",330,1836,307,69.1,21,13,7,73.8,49000,268210
"1586","Sacramento","Clothing",568,1462,85,67.4,16,11,6,110.3,24000,291000
"1587","Sacramento","Clothing",509,2070,229,91.8,26,10,8,90.9,45000,319240
"1588","San Francisco","Grocery",695,2838,469,76.9,23,5,4,114.2,20000,372660
"1589","Palo Alto","Clothing",533,1678,112,62,24,5,5,109.9,18000,286800
"1590","Los Angeles","Electronics",657,1414,457,89.2,14,15,4,126.5,5000,369530
"1591","Palo Alto","Clothing",568,2337,73,72.9,22,8,4,115.4,9000,269130
"1592","Palo Alto","Electronics",331,2006,93,90,23,11,6,92,36000,218050
"1593","Palo Alto","Clothing",855,1756,275,89.6,4,12,5,104.9,21000,415510
"1594","Palo Alto","Grocery",514,2455,113,68.9,9,8,4,111.8,19000,211500
"1595","Sacramento","Clothing",435,2208,103,56.9,16,15,3,73.8,5000,176300
"1596","Los Angeles","Clothing",666,2377,353,60.9,21,7,7,95.5,39000,384830
"1597","Los Angeles","Grocery",499,2011,294,54.8,19,15,7,73.1,48000,286760
"1598","San Francisco","Electronics",706,1315,198,55.8,17,10,7,73.5,49000,289780
"1599","Palo Alto","Grocery",573,1466,111,93.2,23,10,4,106.3,18000,276120
"1600","San Francisco","Electronics",419,2144,142,84.1,2,10,4,118.9,14000,280810
"1601","Los Angeles","Electronics",312,2517,170,92.5,10,10,4,127.7,9000,168900
"1602","San Francisco","Electronics",379,2186,348,66,15,7,6,60,29000,248610
"1603","San Francisco","Electronics",447,1988,62,83,11,8,6,79.9,33000,252760
"1604","Palo Alto","Electronics",554,2328,445,85.5,2,10,5,82.6,29000,397940
"1605","Sacramento","Grocery",385,2662,232,88.1,28,4,7,100.6,47000,252620
"1606","Sacramento","Grocery",622,1577,147,63,4,7,5,92.3,18000,295550
"1607","Los Angeles","Electronics",505,2240,357,64.1,7,17,7,106.4,42000,337600
"1608","Los Angeles","Clothing",667,1732,69,53.6,2,2,8,103.5,45000,301720
"1609","Sacramento","Clothing",223,2043,273,91,29,9,4,99.8,12000,193230
"1610","Sacramento","Grocery",491,2632,254,87.7,29,10,5,82.9,31000,287730
"1611","Palo Alto","Electronics",358,2122,387,93.2,1,12,6,116.1,38000,251650
"1612","San Francisco","Grocery",539,2082,330,69.6,30,10,8,106.9,48000,341310
"1613","Sacramento","Grocery",515,2308,292,56.1,15,10,7,119.4,39000,258840
"1614","Los Angeles","Grocery",659,1510,340,74.7,8,11,4,95.4,16000,358900
"1615","Sacramento","Clothing",510,1288,396,84.5,8,8,4,99.3,5000,344720
"1616","Palo Alto","Clothing",222,1879,118,92.8,11,14,5,86.9,22000,189390
"1617","Sacramento","Clothing",597,1996,290,73.6,14,10,7,109.6,38000,300030
"1618","Palo Alto","Clothing",437,2094,282,89.2,22,7,6,84.9,26000,308360
"1619","Palo Alto","Electronics",811,2265,261,58.3,21,8,7,104.9,43000,366700
"1620","Los Angeles","Clothing",524,1856,215,53.6,28,11,4,88.9,22000,298600
"1621","Los Angeles","Grocery",193,1733,173,56,12,11,5,105.2,21000,124290
"1622","Sacramento","Grocery",496,1930,231,93.4,13,9,4,119.2,12000,313830
"1623","Los Angeles","Clothing",315,2397,133,66.9,10,13,4,109.6,12000,232290
"1624","Los Angeles","Clothing",610,2475,318,94.1,22,5,8,89.1,43000,329380
"1625","Sacramento","Grocery",472,1807,335,83.6,21,9,5,100.8,24000,312900
"1626","Los Angeles","Grocery",609,2086,460,52.8,16,6,4,105,18000,399570
"1627","San Francisco","Grocery",609,2260,163,50.9,4,11,3,122.4,8000,341050
"1628","San Francisco","Electronics",304,2030,249,89.8,28,17,7,88.7,38000,211760
"1629","Sacramento","Grocery",723,2058,354,93.8,7,10,3,121.9,5000,404280
"1630","Los Angeles","Grocery",520,1885,423,60,16,13,3,129.9,10000,361720
"1631","Sacramento","Electronics",325,1541,172,87.2,11,7,5,102.1,20000,214380
"1632","Palo Alto","Electronics",510,1824,489,68,9,9,4,109.7,13000,367330
"1633","Sacramento","Clothing",515,2603,230,86.5,28,6,4,116.1,12000,315620
"1634","Palo Alto","Electronics",225,2458,366,74.5,30,9,5,110.3,20000,289780
"1635","Palo Alto","Clothing",529,2428,488,61.1,24,6,4,107.9,12000,342600
"1636","Los Angeles","Electronics",264,1801,134,73.8,26,6,4,111.6,12000,221050
"1637","Sacramento","Electronics",651,2412,85,86.5,2,10,6,88.4,35000,283920
"1638","San Francisco","Clothing",199,2815,494,91.9,11,15,4,84.3,16000,239350
"1639","Sacramento","Electronics",742,2293,417,58.1,25,11,7,102.2,44000,447840
"1640","San Francisco","Grocery",502,2153,294,57.8,1,9,4,101.1,6000,279980
"1641","San Francisco","Grocery",487,2090,333,85,17,16,4,95.6,15000,285020
"1642","San Francisco","Clothing",582,2188,150,71.6,6,8,5,128.6,30000,238980
"1643","Los Angeles","Electronics",540,2170,447,87.2,19,9,6,110.1,40000,318890
"1644","Palo Alto","Clothing",645,1759,226,53.4,7,9,8,100.8,46000,297180
"1645","San Francisco","Grocery",789,2366,352,50.1,3,7,8,112.3,42000,453570
"1646","Sacramento","Clothing",295,2681,235,58.5,15,10,5,88.7,15000,273550
"1647","San Francisco","Clothing",761,1398,456,78.5,26,14,4,95.1,8000,432820
"1648","Los Angeles","Clothing",405,1490,465,76.7,18,12,5,73,21000,303520
"1649","Palo Alto","Clothing",359,2042,350,67.6,2,6,7,105,41000,241390
"1650","Los Angeles","Electronics",525,1772,178,73,29,18,6,60,24000,259040
